movie_title,content_rating,runtime,production_company,audience_rating
What Women Want,PG-13,126,Paramount,54
What a Girl Wants,PG,95,Warner Bros.,62
What to Expect When You're Expecting,PG-13,110,Lionsgate Films,47
What's Eating Gilbert Grape,PG-13,118,Paramount,89
What's Love Got To Do With It?,R,118,Touchstone Pictures,88
What's Your Number?,R,106,20thCenturyFox,44
Whatever It Takes,PG-13,94,Columbia Pictures,45
Whatever Works,PG-13,92,Sony,61
When Did You Last See Your Father?,PG-13,92,Sony,64
When Harry Met Sally,R,95,Columbia Pictures,89
When a Man Loves a Woman,R,124,Touchstone Pictures,77
When a Stranger Calls,R,100,Sony,49
When a Stranger Calls,PG-13,87,Screen Gems,44
When a Stranger Calls,R,100,Sony,49
When a Stranger Calls,PG-13,87,Screen Gems,44
When in Rome,PG-13,91,Disney,41
Where Eagles Dare,PG,158,MGM,89
Where the Heart Is,PG-13,120,20thCenturyFox,76
Where the Truth Lies,NC17,108,ThinkFilm,46
Where the Wild Things Are,PG,101,Warner Bros.,57
While You Were Sleeping,PG,103,Buena Vista,79
Whip It,PG-13,111,20thCenturyFox,74
Whiplash,R,106,Sony,94
White Chicks,PG-13,108,Columbia Pictures,55
White Christmas,G,120,Paramount,88
White Fang,PG,109,Buena Vista,63
White House Down,PG-13,131,Sony,62
White Men Can't Jump,R,114,20thCenturyFox,68
White Noise,PG-13,98,Universal Pictures,31
White Oleander,PG-13,110,Warner Bros.,81
Whiteout,R,101,Warner Bros.,21
Who Framed Roger Rabbit,PG,104,Buena Vista,84
Who Killed the Electric Car?,PG,92,Sony,84
Who's Your Caddy?,PG-13,91,Dimension Films,59
Why Did I Get Married Too,PG-13,121,Lionsgate Films,68
Why We Fight,PG-13,99,Sony,88
Wicker Park,PG-13,114,MGM,79
Wild,R,115,20thCenturyFox,75
Wild America,PG,106,Warner Bros.,59
Wild Hogs,PG-13,99,Buena Vista,61
Wild Target,PG-13,96,Freestyle Releasing,56
Wild Things,R,107,Sony,53
Wild Wild West,PG-13,106,Warner Bros.,28
William Shakespeare's 'A Midsummer Night's Dream',PG-13,116,20thCenturyFox,60
Willow,PG,125,MGM,79
Willy Wonka and the Chocolate Factory,G,98,Paramount,87
Wimbledon,PG-13,97,Universal Pictures,57
Win Win,R,106,20thCenturyFox,85
Win a Date With Tad Hamilton!,PG-13,96,Dreamworks,47
Wind River,R,111,The Weinstein Company,90
Windtalkers,R,134,MGM,50
Wings of Desire,PG-13,128,Criterion Collection,93
Winnie the Pooh,G,69,Disney,80
Winter Passing,R,98,Yari Film Group,62
Winter's Bone,R,99,Roadside Attractions,76
Winter's Tale,PG-13,118,Warner Bros.,43
Wishmaster,R,90,Live Home Video,38
Without a Paddle,PG-13,99,Paramount,68
Witness,R,112,Paramount,80
Wolf,R,125,Columbia Pictures,42
Wolf Creek,R,95,The Weinstein Company,49
Wonder Boys,R,112,Paramount,83
Wonder Woman,PG-13,141,Warner Bros.,86
Working Girl,R,113,20thCenturyFox,67
World Trade Center,PG-13,129,Paramount,60
World War Z,PG-13,115,Paramount,72
World's Greatest Dad,R,99,Magnolia Pictures,67
Wrath of the Titans,PG-13,99,Warner Bros.,49
Wreck-it Ralph,PG,101,Disney,86
Wristcutters: A Love Story,R,92,Lionsgate Films,82
Wrong Turn,R,84,20thCenturyFox,54
Wrong Turn 2: Dead End,R,93,20thCenturyFox,44
Wyatt Earp,PG-13,191,Warner Bros.,61
X-Men,PG-13,104,20thCenturyFox,83
X-Men Origins - Wolverine,PG-13,108,20thCenturyFox,58
X-Men: Apocalypse,PG-13,143,20thCenturyFox,65
X-Men: Days of Future Past,PG-13,131,20thCenturyFox,91
X-Men: First Class,PG-13,126,20thCenturyFox,87
X-Men: The Last Stand,PG-13,105,20thCenturyFox,61
X2: X-Men United,PG-13,134,20thCenturyFox,85
XXX,PG-13,124,Columbia Pictures,58
Y Tu Mama Tambien,R,105,IFC Films,88
Year One,PG-13,97,Sony,23
Year of the Dog,PG,98,Paramount,43
Yes Man,PG-13,104,Warner Bros.,66
Yogi Bear,PG,80,Warner Bros.,34
Yojimbo,NR,110,Criterion Collection,96
You Again,PG,105,Touchstone Pictures,43
You Don't Mess With the Zohan,PG-13,113,Sony,45
You Got Served,PG-13,94,Screen Gems,70
You Kill Me,R,92,IFC Films,59
You Only Live Twice,PG,116,United Artists Pictures,68
You're Next,R,94,Lionsgate Films,60
You've Got Mail,PG,119,Warner Bros.,73
"You, Me and Dupree",PG-13,109,Universal Pictures,50
Young Adult,R,94,Paramount,49
Young Frankenstein,PG,105,20thCenturyFox,92
Young Guns,R,102,Artisan,76
Young Guns II,PG-13,103,20thCenturyFox,66
Your Highness,R,102,Universal Pictures,34
"Yours, Mine & Ours",PG,88,Paramount,51
"Yours, Mine and Ours",NR,111,MGM,80
Youth in Revolt,R,90,The Weinstein Company,52
Zack and Miri Make a Porno,R,101,The Weinstein Company,66
Zathura: A Space Adventure,PG,101,Sony,51
Zat??ichi (The Blind Swordsman: Zatoichi),R,115,Miramax Films,88
Zero Dark Thirty,R,157,Columbia Pictures,80
Zodiac,R,157,Paramount,77
Zombieland,R,87,Sony,86
Zookeeper,PG,101,Columbia Pictures,41
Zoolander,PG-13,89,Paramount,80
Zoolander 2,PG-13,102,Paramount,20
Zootopia,PG,108,Disney,92
Zulu,PG,135,Paramount,91
xXx: Return of Xander Cage,PG-13,102,Paramount,37
xXx: State of the Union,R,100,Sony,32
